ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
4189	11	6	15	9	37	6	53	unassigned CC for 4189
4190	88	49	222	50	92	46	45	CC640 (lactamica)
4191	74	43	96	147	329	46	172	unassigned CC for 4191
4192	74	58	68	47	100	100	56	unassigned CC for 4192
4193	83	51	68	105	100	190	94	unassigned CC for 4193
4194	40	53	54	45	95	50	43	unassigned CC for 4194
4195	9	6	9	9	9	307	9	CC41/44
4196	17	5	47	17	331	26	2	CC60
4197	2	16	6	17	9	18	17	CC167
4198	2	16	12	135	3	60	7	CC254
4199	2	197	6	17	9	6	8	CC167
4200	27	6	259	5	9	6	9	CC41/44
4201	2	4	38	15	22	40	13	CC1136
4202	4	26	15	9	8	11	13	CC269
4203	27	5	11	5	9	6	9	CC41/44
4204	8	26	9	24	13	20	18	CC212
4205	8	26	9	8	26	20	18	CC212
4206	4	5	15	14	21	9	9	unassigned CC for 4206
4207	16	2	159	3	77	25	6	CC1117
4208	5	4	9	15	9	40	13	CC1136
4209	7	5	244	13	36	53	2	CC213
4210	7	16	55	251	3	56	46	CC178
4211	7	16	55	251	3	17	46	CC178
4212	8	16	55	10	3	56	46	CC178
4213	266	2	159	92	77	25	112	CC1117
4214	3	10	48	9	159	10	12	unassigned CC for 4214
4215	5	4	38	3	22	40	13	CC1136
4216	9	6	98	12	9	6	9	CC41/44
4217	9	7	6	17	161	18	8	CC167
4218	5	145	15	183	201	87	13	unassigned CC for 4218
4219	42	26	46	24	6	20	224	CC282
4220	11	5	18	8	11	293	21	CC22
4221	4	18	2	9	21	11	20	unassigned CC for 4221
4222	10	10	11	18	6	10	12	CC35
4223	12	5	4	32	21	13	8	CC116
4224	7	5	1	13	36	53	8	CC213
4225	5	4	17	2	14	7	12	CC198
4226	9	6	9	9	9	6	154	CC41/44
4227	7	5	171	13	36	53	222	CC213
4228	2	7	6	17	9	18	2	CC167
4229	27	6	9	3	36	6	16	unassigned CC for 4229
4230	6	16	6	17	9	18	8	CC167
4231	4	2	11	9	9	10	9	unassigned CC for 4231
4232	7	4	1	13	36	53	15	CC213
4233	3	6	9	90	9	6	9	CC41/44
4234	17	3	12	17	3	26	124	CC60
4235	4	10	11	24	6	10	12	CC35
4236	292	6	19	17	3	26	2	CC60
4237	8	5	15	56	9	21	2	CC865
4238	10	10	11	18	3	10	12	CC35
4239	8	10	5	40	6	3	8	CC32
4240	15	5	9	24	8	19	62	CC4240/6688
4241	11	5	18	76	1	24	21	CC22
4242	212	6	9	3	11	6	9	CC41/44
4243	9	6	350	9	8	21	311	unassigned CC for 4243
4244	9	6	351	9	9	6	49	CC41/44
4245	46	5	18	9	11	9	17	CC23
4246	297	5	12	35	60	22	17	CC461
4247	5	210	17	15	30	7	12	CC198
4248	16	2	6	25	17	42	22	CC53
4249	3	6	9	60	9	6	7	CC41/44
4250	7	6	1	13	36	53	15	CC213
4251	7	3	9	3	8	4	6	CC11
4252	7	7	6	17	1	18	8	CC167
4253	8	94	7	17	21	26	49	CC1157
4254	11	18	18	17	5	24	16	unassigned CC for 4254
4255	12	6	9	14	9	6	9	CC41/44
4256	3	6	5	5	9	22	9	CC41/44
4257	10	6	9	5	9	22	250	CC41/44
4258	4	10	161	9	6	21	18	unassigned CC for 4258
4259	43	5	358	76	26	19	15	unassigned CC for 4259
4260	8	25	7	17	21	26	16	CC1157
4261	4	2	2	5	38	11	9	unassigned CC for 4261
4262	3	7	4	37	122	18	324	CC92
4263	7	16	6	17	9	18	8	CC167
4264	2	5	6	334	17	25	22	CC53
4265	3	6	9	17	9	6	7	CC41/44
4266	7	5	1	13	36	18	8	CC213
4267	8	3	19	17	26	232	2	unassigned CC for 4267
4268	5	4	38	15	22	20	13	CC1136
4269	5	4	361	15	5	7	12	CC198
4270	9	7	6	24	11	18	2	unassigned CC for 4270
4271	5	5	38	15	22	40	3	CC1136
4272	10	214	18	9	11	9	17	CC23
4273	7	5	1	13	36	44	15	CC213
4274	6	5	9	12	9	13	17	unassigned CC for 4274
4275	3	6	9	2	9	6	317	CC41/44
4276	4	10	4	9	58	11	20	CC269
4277	296	3	4	3	8	4	6	CC11
4278	4	10	356	4	6	3	8	CC32
4279	8	2	357	17	5	18	2	CC103
4280	10	6	286	5	9	6	9	CC41/44
4281	4	10	15	9	8	11	46	CC269
4282	17	5	6	5	63	26	2	CC60
4283	2	212	4	3	8	4	6	CC11
4284	4	10	12	5	38	11	9	CC269
4285	4	213	2	5	38	11	9	unassigned CC for 4285
4286	8	4	6	5	5	18	313	CC103
4287	3	6	9	336	9	6	9	CC41/44
4288	8	10	5	5	5	3	7	unassigned CC for 4288
4289	6	6	360	9	9	11	9	CC41/44
4290	81	47	98	25	81	46	88	CC624 (lactamica)
4291	20	6	63	38	9	11	9	unassigned CC for 4291
4292	80	45	48	101	66	44	92	unassigned CC for 4292
4293	3	16	19	11	3	60	7	CC254
4294	84	37	48	97	92	46	45	CC640 (lactamica)
4295	81	47	100	98	26	46	88	CC624 (lactamica)
4296	11	5	9	17	9	24	21	CC22
4297	272	5	18	8	11	4	21	CC22
4298	11	6	9	17	9	6	16	CC41/44
4299	7	8	10	19	10	317	2	CC18
4300	16	2	159	92	77	316	112	CC1117
4301	8	16	12	11	3	11	7	CC254
4302	16	6	6	9	9	6	18	CC41/44
4303	4	10	159	9	6	10	20	CC35
4304	81	47	100	98	167	24	88	CC624 (lactamica)
4305	3	6	9	24	9	38	74	CC41/44
4306	88	16	12	11	3	42	37	CC254
4307	2	3	4	3	5	4	6	CC11
4308	2	6	34	9	26	6	9	CC41/44
4309	2	16	12	1	3	60	9	CC254
4310	3	6	4	24	9	6	9	CC41/44
4311	3	6	9	5	9	6	314	CC41/44
4312	3	10	47	17	6	2	12	unassigned CC for 4312
4313	4	5	10	19	5	15	2	unassigned CC for 4313
4314	4	6	2	117	8	311	20	unassigned CC for 4314
4315	4	10	5	13	6	3	8	CC32
4316	5	4	17	15	14	314	12	CC198
4317	6	5	6	13	5	24	17	CC174
4318	6	6	4	9	72	6	17	unassigned CC for 4318
4319	6	6	347	9	6	6	17	unassigned CC for 4319
4320	6	6	354	9	9	37	17	unassigned CC for 4320
4321	6	18	19	56	16	18	15	unassigned CC for 4321
4322	7	8	10	26	9	11	16	unassigned CC for 4322
4323	7	8	10	26	333	11	16	unassigned CC for 4323
4324	8	5	2	114	26	5	9	unassigned CC for 4324
4325	8	10	18	21	34	13	21	unassigned CC for 4325
4326	8	10	355	117	6	2	12	unassigned CC for 4326
4327	9	6	9	26	58	310	9	CC41/44
4328	9	6	9	17	9	6	96	CC41/44
4329	11	2	18	17	8	24	9	unassigned CC for 4329
4330	11	5	17	8	11	24	21	CC22
4331	11	18	18	17	332	24	16	unassigned CC for 4331
4332	12	2	4	8	13	309	9	unassigned CC for 4332
4333	12	2	4	8	220	309	9	unassigned CC for 4333
4334	12	3	4	3	8	4	6	CC11
4335	12	6	5	4	9	3	8	CC32
4336	12	6	348	9	9	6	2	CC41/44
4337	12	7	4	8	5	21	2	unassigned CC for 4337
4338	12	8	4	8	36	21	9	unassigned CC for 4338
4339	12	10	10	72	8	13	2	unassigned CC for 4339
4340	12	10	10	72	8	13	139	unassigned CC for 4340
4341	12	10	159	72	8	6	139	unassigned CC for 4341
4342	12	17	346	39	9	22	8	unassigned CC for 4342
4343	12	27	124	3	8	13	9	CC226
4344	12	27	124	3	8	18	312	CC226
4345	12	27	124	3	21	18	9	CC226
4346	12	27	349	110	8	54	10	unassigned CC for 4346
4347	13	2	353	9	338	11	9	unassigned CC for 4347
4348	13	3	34	13	10	11	10	CC364
4349	13	29	15	17	26	8	53	unassigned CC for 4349
4350	17	5	19	17	9	26	2	CC60
4351	17	5	19	9	3	26	319	CC60
4352	46	3	4	9	58	20	313	unassigned CC for 4352
4353	293	6	9	332	3	6	53	unassigned CC for 4353
4354	13	5	6	5	326	8	47	unassigned CC for 4354
4355	7	141	1	13	36	53	195	CC213
4356	288	6	9	6	9	7	9	CC41/44
4357	2	202	4	3	8	4	6	CC11
4358	6	5	75	3	1	34	307	unassigned CC for 4358
4359	3	6	9	5	9	312	9	CC41/44
4360	7	5	4	13	337	53	15	CC213
4361	1	5	13	53	231	41	3	CC162
4362	4	10	15	9	335	11	17	CC269
4363	12	6	9	17	9	6	15	CC41/44
4364	46	194	18	9	11	9	17	CC23
4365	6	72	34	312	26	18	8	CC175
4366	2	3	333	3	8	4	6	CC11
4367	6	7	4	56	26	18	18	CC175
4368	10	5	18	313	11	9	17	CC23
4369	271	5	18	9	11	9	17	CC23
4370	2	3	364	3	8	4	6	CC11
4371	13	3	16	9	3	11	9	CC364
4372	2	3	7	2	8	18	2	CC8
4373	118	6	9	5	9	4	70	CC41/44
4374	2	3	6	6	293	5	2	CC8
4375	10	5	362	9	11	9	17	CC23
4376	10	3	15	335	8	41	6	CC181
4377	47	3	17	31	144	59	49	unassigned CC for 4377
4378	9	6	9	25	9	102	9	CC41/44
4379	3	7	9	5	9	6	9	CC41/44
4380	3	7	9	5	9	22	2	CC41/44
4381	80	43	48	100	86	44	86	unassigned CC for 4381
4382	299	10	4	201	6	11	20	unassigned CC for 4382
4383	4	10	18	9	6	21	3	unassigned CC for 4383
4384	10	5	18	8	11	4	17	CC23
4385	8	5	46	16	26	20	17	unassigned CC for 4385
4386	9	6	9	9	77	6	2	CC41/44
4387	10	5	18	9	3	9	17	CC23
4388	4	10	2	5	38	315	9	unassigned CC for 4388
4389	16	2	9	24	77	25	112	CC1117
4390	27	6	9	17	9	26	16	unassigned CC for 4390
4391	12	5	19	17	11	10	124	unassigned CC for 4391
4392	8	7	9	17	9	18	8	CC167
4393	9	20	9	9	341	6	2	CC41/44
4394	3	6	9	5	3	6	5	CC41/44
4395	2	16	12	11	123	22	17	CC254
4396	226	25	7	17	21	26	49	CC1157
4397	9	5	15	17	3	24	2	CC60
4398	2	5	6	53	26	41	3	CC162
4399	8	4	6	17	5	18	16	CC103
4400	9	20	9	9	16	6	2	CC41/44
4401	4	10	2	8	38	11	9	CC269
4402	3	7	9	5	344	22	9	CC41/44
4403	8	10	5	4	343	3	7	CC32
4404	3	7	9	337	9	22	9	CC41/44
4405	81	5	48	57	165	42	176	unassigned CC for 4405
4406	80	45	98	100	89	44	56	unassigned CC for 4406
4407	84	49	48	50	92	44	45	CC640 (lactamica)
4408	302	6	9	10	9	6	16	CC41/44
4409	88	51	39	45	90	42	37	CC1494 (lactamica)
4410	40	65	54	338	95	44	43	unassigned CC for 4410
4411	6	41	108	56	9	6	9	unassigned CC for 4411
4412	16	7	6	17	9	18	8	CC167
4413	283	45	98	97	86	44	37	unassigned CC for 4413
4414	88	216	39	45	134	42	37	CC1494 (lactamica)
4415	4	6	11	9	6	18	12	CC35
4416	80	90	98	100	89	44	56	unassigned CC for 4416
4417	3	5	49	5	9	6	9	CC41/44
4418	4	10	2	17	6	10	12	CC35
4419	4	4	2	17	5	18	2	CC103
4420	91	46	102	89	342	82	82	CC595 (lactamica)
4421	82	47	215	95	330	46	88	unassigned CC for 4421
4422	88	43	98	45	65	44	37	CC1494 (lactamica)
4423	80	45	98	100	94	44	56	CC613 (lactamica)
4424	61	5	328	213	11	218	196	unassigned CC for 4424
4425	3	6	18	60	9	9	9	CC41/44
4426	5	4	17	15	14	323	12	CC198
4427	17	6	9	244	9	6	9	CC41/44
4428	2	3	63	2	8	5	2	CC8
4429	2	3	7	2	34	5	22	CC8
4430	9	6	9	24	9	6	2	CC41/44
4431	3	6	9	5	79	6	9	CC41/44
4432	20	5	4	35	3	208	17	unassigned CC for 4432
4433	294	29	2	5	71	65	53	unassigned CC for 4433
4434	8	5	9	60	8	19	15	CC4240/6688
4435	2	7	6	17	5	18	16	CC167
4436	2	7	6	17	9	18	15	CC167
4437	2	3	7	2	34	5	32	CC8
4438	3	4	9	5	9	6	9	CC41/44
4439	11	5	9	17	11	24	8	CC22
4440	12	2	19	17	11	26	2	CC60
4441	3	6	34	60	9	20	9	CC41/44
4442	4	10	2	5	78	11	9	CC269
4443	304	29	2	26	26	58	20	unassigned CC for 4443
4444	3	6	9	60	9	38	9	CC41/44
4445	2	3	4	310	316	4	6	CC11
4446	10	208	18	17	317	9	17	CC23
4447	4	10	9	5	38	11	9	CC269
4448	3	6	9	5	11	6	15	CC41/44
4449	3	6	9	5	9	6	178	CC41/44
4450	289	10	208	327	216	40	12	unassigned CC for 4450
4451	4	10	15	9	8	51	9	CC269
4452	301	6	9	24	9	41	9	CC41/44
4453	9	6	9	9	9	6	20	CC41/44
4454	298	6	9	5	9	6	9	CC41/44
4455	10	6	63	5	9	6	13	CC41/44
4456	12	6	154	9	9	6	9	CC41/44
4457	3	6	9	5	9	322	9	CC41/44
4458	63	133	4	2	8	204	184	unassigned CC for 4458
4459	6	6	354	9	9	6	17	CC41/44
4460	3	6	9	5	9	22	32	CC41/44
4461	20	6	63	17	9	319	9	unassigned CC for 4461
4462	10	6	63	5	9	64	12	unassigned CC for 4462
4463	8	10	5	4	347	3	8	CC32
4464	4	10	11	18	345	10	329	CC35
4465	16	2	159	8	77	25	112	CC1117
4466	5	4	17	11	14	7	12	CC198
4467	80	5	98	214	86	44	166	unassigned CC for 4467
4468	88	5	39	8	11	42	37	CC1494 (lactamica)
4469	88	43	39	45	94	42	37	CC1494 (lactamica)
4470	29	5	42	94	93	46	94	unassigned CC for 4470
4471	10	6	9	60	9	6	9	CC41/44
4472	11	5	18	8	26	24	21	CC22
4473	9	20	9	9	9	6	21	CC41/44
4474	2	10	105	17	6	13	12	unassigned CC for 4474
4475	11	5	367	8	11	4	21	CC22
4476	16	16	12	3	3	60	7	CC254
4477	33	25	39	17	142	46	63	unassigned CC for 4477
4478	8	6	9	3	9	6	218	CC41/44
4479	82	5	215	95	330	46	88	unassigned CC for 4479
4480	17	5	19	17	3	26	10	CC60
4481	80	5	98	182	89	44	56	unassigned CC for 4481
4482	7	5	1	9	321	53	321	CC213
4483	16	16	6	17	9	18	8	CC167
4484	11	5	18	11	11	24	21	CC22
4485	12	6	34	1	26	6	2	unassigned CC for 4485
4486	3	211	4	13	8	18	325	CC92
4487	8	4	6	3	5	18	318	CC103
4488	8	4	6	17	8	18	2	CC103
4489	11	6	9	5	9	6	9	CC41/44
4490	4	5	34	229	73	24	17	CC174
4491	4	4	19	340	3	5	2	unassigned CC for 4491
4492	8	3	7	6	8	5	2	CC8
4493	11	3	7	2	8	5	2	CC8
4494	8	5	19	135	58	1	12	unassigned CC for 4494
4495	11	3	4	3	21	4	6	CC11
4496	10	6	34	5	11	6	9	CC41/44
4497	3	6	9	5	349	6	9	CC41/44
4498	10	7	63	5	9	18	12	unassigned CC for 4498
4499	3	6	9	35	9	6	17	CC41/44
4500	10	5	12	35	192	4	17	CC461
4501	11	5	18	9	11	9	17	CC23
4502	3	3	4	3	8	4	6	CC11
4503	11	6	108	5	9	6	9	CC41/44
4504	11	3	4	3	8	4	6	CC11
4505	2	5	139	16	8	13	62	unassigned CC for 4505
4506	2	17	25	7	5	324	16	unassigned CC for 4506
4507	2	6	9	9	58	6	16	CC41/44
4508	12	6	9	17	9	6	12	CC41/44
4509	4	5	13	53	26	41	3	CC162
4510	11	10	5	4	6	3	8	CC32
4511	305	10	11	18	6	10	12	CC35
4512	4	6	11	17	118	6	12	unassigned CC for 4512
4513	13	3	353	26	3	10	9	CC364
4514	20	6	72	58	5	326	2	unassigned CC for 4514
4515	3	6	9	5	9	4	9	CC41/44
4516	306	6	9	5	9	4	70	CC41/44
4517	2	201	7	2	8	5	2	CC8
4518	2	3	6	17	1	18	6	CC167
4519	3	6	9	110	9	25	9	CC41/44
4520	13	3	9	26	3	15	9	CC364
4521	27	6	9	17	9	11	9	CC41/44
4522	9	6	9	32	9	64	9	CC41/44
4523	12	6	9	9	9	4	9	CC41/44
4524	4	10	340	17	6	10	12	CC35
4525	3	6	9	328	9	6	9	CC41/44
4526	3	6	9	5	9	313	9	CC41/44
4527	3	6	9	5	8	6	156	CC41/44
4528	2	5	12	3	60	22	17	CC461
4529	11	5	203	17	176	280	49	unassigned CC for 4529
4530	16	2	159	13	77	25	112	CC1117
4531	7	5	1	13	17	53	15	CC213
4532	7	5	1	2	36	53	15	CC213
4533	7	8	10	116	11	15	20	unassigned CC for 4533
4534	111	5	18	9	11	24	21	CC22
4535	8	26	9	24	334	20	18	CC212
4536	8	7	9	24	26	20	18	CC212
4537	11	5	18	8	11	15	21	CC22
4538	3	2	72	58	15	5	77	unassigned CC for 4538
4539	2	16	6	17	9	18	21	CC167
4540	16	2	6	9	36	25	22	CC53
4541	52	6	9	186	9	6	9	CC41/44
4542	12	26	248	9	9	6	9	CC41/44
4543	61	5	328	213	348	218	196	unassigned CC for 4543
4544	20	20	2	13	26	11	9	unassigned CC for 4544
4545	201	144	335	241	217	302	287	unassigned CC for 4545
4546	27	6	9	251	9	6	16	CC41/44
4547	7	195	1	13	36	53	15	CC213
4548	42	26	4	24	2	20	17	CC282
4549	7	5	2	13	36	53	15	CC213
4550	7	5	1	143	36	53	8	CC213
4551	46	7	6	17	9	18	8	CC167
4552	3	6	12	5	9	6	1	CC41/44
4553	1	5	13	53	26	7	3	CC162
4554	3	6	20	5	11	6	9	CC41/44
4555	6	5	2	9	12	10	14	unassigned CC for 4555
4556	6	5	2	12	11	13	14	unassigned CC for 4556
4557	1	3	1	1	1	327	3	CC1
4558	2	3	4	3	8	321	6	CC11
4559	8	6	9	24	9	6	9	CC41/44
4560	4	10	64	17	38	11	9	CC269
4561	141	5	226	250	350	308	230	unassigned CC for 4561
4562	7	5	1	25	36	53	15	CC213
4563	2	7	6	13	9	18	8	CC167
4564	7	5	11	13	36	53	15	CC213
4565	20	5	345	58	178	21	20	unassigned CC for 4565
4566	303	2	159	92	77	25	112	CC1117
4567	307	16	6	17	9	18	8	CC167
4568	3	6	9	5	351	6	9	CC41/44
4569	7	16	55	10	5	56	46	CC178
4570	1	3	1	1	13	1	3	CC1
4571	1	3	1	9	1	1	3	CC1
4572	4	10	15	11	8	11	9	CC269
4573	4	10	11	18	352	10	12	CC35
4574	16	2	6	92	77	25	112	CC1117
4575	5	4	38	7	22	40	13	CC1136
4576	10	5	152	9	9	6	9	CC41/44
4577	5	4	38	277	22	40	13	CC1136
4578	155	35	9	9	5	65	9	unassigned CC for 4578
4579	12	16	146	35	9	22	17	CC461
4580	10	5	2	35	6	68	20	unassigned CC for 4580
4581	4	10	2	5	8	11	20	CC269
4582	28	6	2	24	9	6	9	CC41/44
4583	12	138	12	35	60	22	17	CC461
4584	2	5	12	35	3	18	22	unassigned CC for 4584
4585	16	2	6	25	17	25	7	CC53
4586	3	5	9	5	11	6	9	CC41/44
4587	1	6	13	53	26	223	3	CC162
4588	10	5	18	17	5	24	16	unassigned CC for 4588
4589	11	5	18	17	5	24	19	CC22
4590	12	5	4	85	13	9	53	unassigned CC for 4590
4591	12	6	9	2	9	6	9	CC41/44
4592	12	5	4	40	59	8	18	unassigned CC for 4592
4593	13	5	6	9	9	9	18	CC334
4594	13	5	4	40	3	8	16	unassigned CC for 4594
4595	13	5	87	9	9	8	18	CC334
4596	13	3	52	9	3	11	9	CC364
4597	13	5	4	40	26	8	18	unassigned CC for 4597
4598	13	141	6	40	3	8	18	CC334
4599	13	5	15	6	3	8	15	unassigned CC for 4599
4600	15	3	133	21	8	19	15	unassigned CC for 4600
4601	15	10	5	4	6	3	2	CC32
4602	15	3	133	13	8	18	15	unassigned CC for 4602
4603	15	3	133	13	11	19	15	unassigned CC for 4603
4604	17	5	19	17	13	26	2	CC60
4605	17	6	9	2	26	6	2	unassigned CC for 4605
4606	17	5	19	2	3	26	2	CC60
4607	2	7	6	26	9	18	8	CC167
4608	2	6	9	2	9	6	9	CC41/44
4609	2	3	175	2	8	160	2	CC8
4610	2	3	7	4	34	5	2	CC8
4611	2	3	7	17	8	5	2	CC8
4612	2	3	34	13	8	11	2	CC8
4613	2	3	34	13	9	11	2	unassigned CC for 4613
4614	2	16	12	11	3	60	30	CC254
4615	3	5	18	17	5	24	16	unassigned CC for 4615
4616	4	2	11	5	58	10	21	unassigned CC for 4616
4617	4	10	15	2	8	11	18	CC269
4618	4	10	5	4	8	4	2	CC32
4619	4	5	2	5	38	11	15	unassigned CC for 4619
4620	4	10	15	9	43	11	9	CC269
4621	4	3	11	55	6	10	12	CC35
4622	4	29	135	9	8	11	9	CC269
4623	43	3	133	13	8	19	15	unassigned CC for 4623
4624	43	5	9	13	6	19	15	unassigned CC for 4624
4625	7	4	10	116	10	15	20	unassigned CC for 4625
4626	8	10	5	4	6	3	7	CC32
4627	8	16	12	17	43	39	7	unassigned CC for 4627
4628	8	5	6	5	26	78	2	CC549
4629	8	10	9	9	70	6	9	CC41/44
4630	8	10	6	5	58	86	12	unassigned CC for 4630
4631	8	10	5	4	6	3	17	CC32
4632	9	6	25	8	58	6	9	CC41/44
4633	7	2	55	16	3	56	46	CC178
4634	8	5	15	6	1	44	2	CC865
4635	1	3	4	3	8	4	6	CC11
4636	9	6	9	40	13	6	9	CC41/44
4637	8	5	4	5	1	78	2	unassigned CC for 4637
4638	4	2	4	5	8	11	9	CC269
4639	4	6	7	9	8	11	20	CC269
4640	4	10	11	9	6	9	12	CC35
4641	4	10	5	4	6	3	11	CC32
4642	4	10	15	7	8	11	2	CC269
4643	6	5	6	17	26	68	2	unassigned CC for 4643
4644	2	3	4	3	43	4	6	CC11
4645	4	10	5	4	6	21	8	CC32
4646	4	6	2	1	8	124	20	unassigned CC for 4646
4647	4	10	15	9	21	11	16	CC269
4648	9	26	46	37	9	20	18	unassigned CC for 4648
4649	43	5	9	76	215	11	21	unassigned CC for 4649
4650	13	3	7	13	21	11	2	CC364
4651	2	3	7	2	34	4	2	CC8
4652	2	6	4	85	26	6	9	unassigned CC for 4652
4653	15	3	133	13	8	16	15	unassigned CC for 4653
4654	6	5	19	17	3	26	2	CC60
4655	2	3	7	3	34	5	8	CC8
4656	2	3	7	2	46	5	2	CC8
4657	8	6	12	11	3	22	7	CC254
4658	2	5	12	143	29	285	7	unassigned CC for 4658
4659	4	10	15	9	8	6	16	CC269
4660	12	5	9	17	9	6	9	CC41/44
4661	4	10	15	9	21	11	6	CC269
4662	26	6	9	17	9	6	9	CC41/44
4663	3	5	9	5	10	6	9	CC41/44
4664	4	10	5	40	6	3	2	CC32
4665	37	2	53	259	259	116	2	unassigned CC for 4665
4666	6	5	6	9	3	21	2	CC334
4667	9	26	46	37	9	20	17	CC282
4668	8	5	6	17	26	78	2	CC549
4669	6	7	4	314	26	18	8	CC175
4670	2	3	7	17	34	5	2	CC8
4671	4	10	15	5	8	6	9	CC269
4672	6	6	9	60	9	6	9	CC41/44
4673	14	6	46	24	118	20	18	unassigned CC for 4673
4674	2	16	6	17	9	18	9	CC167
4675	8	10	5	4	1	3	8	CC32
4676	2	10	12	11	8	39	7	CC254
4677	2	3	4	11	8	4	6	CC11
4678	6	6	9	5	10	6	9	CC41/44
4679	43	5	274	7	215	20	15	unassigned CC for 4679
4680	308	6	9	9	26	6	9	CC41/44
4681	9	6	17	9	9	6	9	CC41/44
4682	9	220	9	17	9	6	9	CC41/44
4683	9	220	9	17	353	6	9	CC41/44
4684	4	3	15	7	8	11	1	CC269
4685	80	45	48	100	94	44	56	CC613 (lactamica)
4686	8	5	15	2	8	21	2	CC865
4687	2	7	6	17	9	18	92	CC167
4688	16	2	6	9	9	25	298	CC53
4689	3	6	175	5	354	6	9	CC41/44
4690	311	2	53	259	259	116	2	unassigned CC for 4690
4691	15	3	133	13	158	19	15	unassigned CC for 4691
4692	80	209	98	57	86	44	56	unassigned CC for 4692
4693	2	5	2	9	15	20	37	CC750
4694	2	3	4	6	8	4	6	CC11
4695	2	3	4	3	8	8	6	CC11
4696	7	5	7	3	36	53	15	CC213
4697	11	5	7	8	11	4	21	CC22
4698	2	3	4	3	8	4	331	CC11
4699	4	3	5	4	6	3	18	CC32
4700	3	6	4	3	9	6	9	CC41/44
4701	4	10	9	4	6	328	8	CC32
4702	309	6	9	5	9	22	9	CC41/44
4703	2	3	4	3	8	4	332	CC11
4704	4	10	9	8	6	328	8	CC32
4705	3	6	9	9	9	329	9	CC41/44
4706	2	3	4	3	3	4	6	CC11
4707	8	4	6	17	5	136	2	CC103
4708	2	106	245	17	10	1	9	unassigned CC for 4708
4709	310	3	4	3	8	4	6	CC11
4710	4	3	2	5	3	11	9	CC364
4711	8	6	9	1	9	6	9	CC41/44
4712	27	6	369	341	9	6	16	unassigned CC for 4712
4713	4	10	34	5	38	11	330	unassigned CC for 4713
4714	16	2	6	25	17	25	74	CC53
4715	16	2	6	51	17	25	22	CC53
4716	2	3	7	25	8	5	2	CC8
4717	16	2	6	25	17	25	2	CC53
4718	16	2	6	92	77	56	112	CC1117
4719	5	5	18	9	11	9	17	CC23
4720	16	2	92	92	77	25	112	CC1117
4721	40	5	54	15	3	30	43	unassigned CC for 4721
4722	16	4	6	25	17	25	22	CC53
4723	5	141	17	15	30	7	6	CC198
4724	7	6	6	8	11	137	15	unassigned CC for 4724
4725	2	4	17	15	14	7	12	CC198
4726	16	5	98	92	77	25	112	CC1117
4727	2	16	18	11	123	22	6	unassigned CC for 4727
4728	2	16	6	17	9	22	8	CC167
4729	16	2	92	25	77	25	112	CC1117
4730	4	5	19	17	3	26	2	CC60
4731	20	5	4	3	3	208	17	unassigned CC for 4731
4732	16	16	6	25	17	25	22	CC53
4733	16	16	12	11	3	60	7	CC254
4734	16	3	333	3	8	4	6	CC11
4735	145	2	15	183	17	87	22	unassigned CC for 4735
4736	10	6	9	5	9	6	2	CC41/44
4737	7	5	1	13	36	25	322	CC213
4738	11	5	18	17	8	24	16	CC22
4739	3	6	9	5	9	6	12	CC41/44
4740	9	132	9	9	58	6	16	CC41/44
4741	4	6	9	24	9	6	9	CC41/44
4742	3	6	34	5	11	6	328	CC41/44
4743	180	133	2	343	217	204	8	unassigned CC for 4743
4744	2	5	18	16	41	15	16	CC292
4745	12	7	4	36	5	21	16	unassigned CC for 4745
4746	7	68	10	19	10	6	2	CC18
4747	2	221	10	19	187	1	2	CC18
4748	314	8	10	26	10	1	16	CC18
4749	12	27	6	3	355	331	9	CC226
4750	12	27	6	3	26	18	9	CC226
4751	7	8	371	19	10	1	2	CC18
4752	7	8	10	26	10	332	16	CC18
4753	3	27	124	3	8	30	9	CC226
4754	12	8	15	26	10	6	16	unassigned CC for 4754
4755	12	27	6	3	8	6	9	CC226
4756	24	8	10	19	25	88	2	CC18
4757	12	27	6	3	8	331	9	CC226
4758	7	6	10	26	10	1	10	CC18
4759	12	27	26	3	29	18	28	CC226
4760	6	8	10	26	10	1	16	CC18
4761	24	8	10	19	25	35	333	unassigned CC for 4761
4762	7	20	10	19	8	1	2	CC18
4763	7	222	10	19	10	1	2	CC18
4764	24	8	10	19	25	35	2	CC18
4765	7	8	18	54	10	1	17	CC18
4766	1	5	18	3	356	15	16	CC292
4767	7	8	10	26	10	15	16	CC18
4768	7	8	10	26	10	1	2	CC18
4769	7	106	10	19	10	1	2	CC18
4770	7	8	10	19	8	18	2	CC18
4771	7	8	15	19	13	1	2	CC18
4772	13	8	72	19	10	1	9	CC18
4773	13	3	15	40	3	105	9	CC364
4774	23	5	9	68	13	32	8	unassigned CC for 4774
4775	12	5	12	21	60	22	17	CC461
4776	313	8	10	26	10	1	16	CC18
4777	7	8	10	33	10	1	16	CC18
4778	9	6	372	13	9	6	9	CC41/44
4779	7	8	10	19	10	1	9	CC18
4780	9	6	9	34	249	6	9	CC41/44
4781	12	4	15	110	58	6	27	unassigned CC for 4781
4782	2	5	9	36	9	177	18	unassigned CC for 4782
4783	2	5	9	110	9	18	8	unassigned CC for 4783
4784	2	5	9	9	9	4	8	unassigned CC for 4784
